Stationscode;Datum;"Feinstaub (PM₁₀) Tagesmittel (stündlich gleitend) in µg/m³";"Ozon (O₃) Ein-Stunden-Mittelwert in µg/m³";"Stickstoffdioxid (NO₂) Ein-Stunden-Mittelwert in µg/m³";"Feinstaub (PM₂,₅) Tagesmittel (stündlich gleitend) in µg/m³";Luftqualitätsindex
DENI062;"'29.07.2024 22:00'";7;58;16;4;"sehr gut"
DENI062;"'29.07.2024 23:00'";7;24;30;4;gut
DENI062;"'29.07.2024 24:00'";7;29;26;4;gut
DENI062;"'30.07.2024 01:00'";7;34;13;4;"sehr gut"
DENI062;"'30.07.2024 02:00'";7;28;14;4;"sehr gut"
DENI062;"'30.07.2024 03:00'";8;-;12;4;"sehr gut"
DENI062;"'30.07.2024 04:00'";8;27;11;4;"sehr gut"
DENI062;"'30.07.2024 05:00'";8;22;-;4;"sehr gut"
DENI062;"'30.07.2024 06:00'";8;9;24;4;gut
DENI062;"'30.07.2024 07:00'";8;9;33;4;gut
DENI062;"'30.07.2024 08:00'";8;33;20;4;"sehr gut"
DENI062;"'30.07.2024 09:00'";8;49;9;3;"sehr gut"
DENI062;"'30.07.2024 10:00'";8;61;6;3;gut
DENI062;"'30.07.2024 11:00'";8;73;5;3;gut
DENI062;"'30.07.2024 12:00'";8;83;4;4;gut
DENI062;"'30.07.2024 13:00'";9;91;4;4;gut
DENI062;"'30.07.2024 14:00'";9;96;4;4;gut
DENI062;"'30.07.2024 15:00'";9;97;4;4;gut
DENI062;"'30.07.2024 16:00'";10;96;4;4;gut
DENI062;"'30.07.2024 17:00'";10;101;4;4;gut
DENI062;"'30.07.2024 18:00'";10;104;4;4;gut
DENI062;"'30.07.2024 19:00'";10;111;3;4;gut
DENI062;"'30.07.2024 20:00'";11;115;4;5;gut
DENI062;"'30.07.2024 21:00'";11;110;5;5;gut
DENI062;"'30.07.2024 22:00'";12;103;9;5;gut
DENI062;"'30.07.2024 23:00'";12;98;8;5;gut
DENI062;"'30.07.2024 24:00'";12;80;6;5;gut
DENI062;"'31.07.2024 01:00'";13;70;5;5;gut
DENI062;"'31.07.2024 02:00'";13;64;5;5;gut
DENI062;"'31.07.2024 03:00'";13;57;5;5;"sehr gut"
DENI062;"'31.07.2024 04:00'";14;-;5;5;"sehr gut"
DENI062;"'31.07.2024 05:00'";14;33;17;6;"sehr gut"
DENI062;"'31.07.2024 06:00'";14;29;-;6;"sehr gut"
DENI062;"'31.07.2024 07:00'";15;40;8;6;"sehr gut"
DENI062;"'31.07.2024 08:00'";15;45;11;6;"sehr gut"
DENI062;"'31.07.2024 09:00'";15;53;9;6;"sehr gut"
DENI062;"'31.07.2024 10:00'";15;60;7;6;"sehr gut"
DENI062;"'31.07.2024 11:00'";15;77;5;6;gut
DENI062;"'31.07.2024 12:00'";15;91;3;6;gut
DENI062;"'31.07.2024 13:00'";15;103;3;6;gut
DENI062;"'31.07.2024 14:00'";15;112;3;6;gut
DENI062;"'31.07.2024 15:00'";16;117;3;6;gut
DENI062;"'31.07.2024 16:00'";16;122;3;6;mäßig
DENI062;"'31.07.2024 17:00'";16;123;3;6;mäßig
DENI062;"'31.07.2024 18:00'";16;125;3;6;mäßig
DENI062;"'31.07.2024 19:00'";16;135;4;6;mäßig
DENI062;"'31.07.2024 20:00'";16;139;5;6;mäßig
DENI062;"'31.07.2024 21:00'";16;122;6;6;mäßig
DENI062;"'31.07.2024 22:00'";16;102;6;6;gut
DENI062;"'31.07.2024 23:00'";16;92;7;6;gut
DENI062;"'31.07.2024 24:00'";16;79;8;6;gut
DENI062;"'01.08.2024 01:00'";16;73;7;6;gut
DENI062;"'01.08.2024 02:00'";16;70;6;6;gut
DENI062;"'01.08.2024 03:00'";16;63;6;6;gut
DENI062;"'01.08.2024 04:00'";16;39;14;6;"sehr gut"
DENI062;"'01.08.2024 05:00'";16;-;19;6;"sehr gut"
DENI062;"'01.08.2024 06:00'";16;24;19;6;"sehr gut"
DENI062;"'01.08.2024 07:00'";16;21;17;6;"sehr gut"
DENI062;"'01.08.2024 08:00'";16;27;14;6;"sehr gut"
DENI062;"'01.08.2024 09:00'";16;38;8;7;"sehr gut"
DENI062;"'01.08.2024 10:00'";16;53;6;7;"sehr gut"
DENI062;"'01.08.2024 11:00'";16;66;4;7;gut
DENI062;"'01.08.2024 12:00'";16;83;3;7;gut
DENI062;"'01.08.2024 13:00'";16;96;3;7;gut
DENI062;"'01.08.2024 14:00'";16;105;3;7;gut
DENI062;"'01.08.2024 15:00'";16;109;3;7;gut
DENI062;"'01.08.2024 16:00'";16;112;3;7;gut
DENI062;"'01.08.2024 17:00'";16;113;2;7;gut
DENI062;"'01.08.2024 18:00'";16;114;2;7;gut
DENI062;"'01.08.2024 19:00'";16;111;2;7;gut
DENI062;"'01.08.2024 20:00'";17;100;3;7;gut
DENI062;"'01.08.2024 21:00'";17;92;4;7;gut
DENI062;"'01.08.2024 22:00'";17;76;3;7;gut
DENI062;"'01.08.2024 23:00'";17;73;3;7;gut
DENI062;"'01.08.2024 24:00'";16;71;-;7;gut
DENI062;"'02.08.2024 01:00'";16;67;3;7;gut
DENI062;"'02.08.2024 02:00'";16;62;4;7;gut
DENI062;"'02.08.2024 03:00'";16;59;4;7;"sehr gut"
DENI062;"'02.08.2024 04:00'";16;56;5;7;"sehr gut"
DENI062;"'02.08.2024 05:00'";16;54;6;7;"sehr gut"
DENI062;"'02.08.2024 06:00'";16;-;8;7;"sehr gut"
DENI062;"'02.08.2024 07:00'";16;40;11;7;"sehr gut"
DENI062;"'02.08.2024 08:00'";16;35;12;7;"sehr gut"
DENI062;"'02.08.2024 09:00'";16;38;8;7;"sehr gut"
DENI062;"'02.08.2024 10:00'";15;43;7;7;"sehr gut"
DENI062;"'02.08.2024 11:00'";15;53;8;6;"sehr gut"
DENI062;"'02.08.2024 12:00'";15;53;8;6;"sehr gut"
DENI062;"'02.08.2024 13:00'";15;59;5;6;"sehr gut"
DENI062;"'02.08.2024 14:00'";15;61;5;6;gut
DENI062;"'02.08.2024 15:00'";15;64;5;6;gut
DENI062;"'02.08.2024 16:00'";15;66;5;6;gut
DENI062;"'02.08.2024 17:00'";15;71;5;6;gut
DENI062;"'02.08.2024 18:00'";15;75;4;6;gut
DENI062;"'02.08.2024 19:00'";15;77;4;6;gut
DENI062;"'02.08.2024 20:00'";15;78;3;6;gut
DENI062;"'02.08.2024 21:00'";14;75;3;6;gut
DENI062;"'02.08.2024 22:00'";14;62;6;6;gut
DENI062;"'02.08.2024 23:00'";14;36;20;6;"sehr gut"
DENI062;"'02.08.2024 24:00'";14;17;28;6;gut
DENI062;"'03.08.2024 01:00'";14;10;-;6;"sehr gut"
DENI062;"'03.08.2024 02:00'";14;14;15;6;"sehr gut"
DENI062;"'03.08.2024 03:00'";13;9;11;6;"sehr gut"
DENI062;"'03.08.2024 04:00'";13;5;11;6;"sehr gut"
DENI062;"'03.08.2024 05:00'";13;4;8;6;"sehr gut"
DENI062;"'03.08.2024 06:00'";13;3;9;6;"sehr gut"
DENI062;"'03.08.2024 07:00'";13;5;11;6;"sehr gut"
DENI062;"'03.08.2024 08:00'";13;12;11;6;"sehr gut"
DENI062;"'03.08.2024 09:00'";14;36;14;7;"sehr gut"
DENI062;"'03.08.2024 10:00'";14;65;5;7;gut
DENI062;"'03.08.2024 11:00'";14;77;4;7;gut
DENI062;"'03.08.2024 12:00'";14;85;4;7;gut
DENI062;"'03.08.2024 13:00'";14;93;3;7;gut
DENI062;"'03.08.2024 14:00'";14;98;2;7;gut
DENI062;"'03.08.2024 15:00'";14;101;3;7;gut
DENI062;"'03.08.2024 16:00'";14;105;3;7;gut
DENI062;"'03.08.2024 17:00'";14;110;4;7;gut
DENI062;"'03.08.2024 18:00'";14;110;5;7;gut
DENI062;"'03.08.2024 19:00'";14;107;4;7;gut
DENI062;"'03.08.2024 20:00'";14;99;7;8;gut
DENI062;"'03.08.2024 21:00'";14;94;6;8;gut
DENI062;"'03.08.2024 22:00'";14;58;16;8;"sehr gut"
DENI062;"'03.08.2024 23:00'";14;39;19;8;"sehr gut"
DENI062;"'03.08.2024 24:00'";14;-;14;8;"sehr gut"
DENI062;"'04.08.2024 01:00'";14;32;11;8;"sehr gut"
DENI062;"'04.08.2024 02:00'";14;47;-;8;"sehr gut"
DENI062;"'04.08.2024 03:00'";15;39;7;8;"sehr gut"
DENI062;"'04.08.2024 04:00'";15;35;8;9;"sehr gut"
DENI062;"'04.08.2024 05:00'";15;37;8;9;"sehr gut"
DENI062;"'04.08.2024 06:00'";16;44;6;9;"sehr gut"
DENI062;"'04.08.2024 07:00'";16;49;5;9;"sehr gut"
DENI062;"'04.08.2024 08:00'";15;52;5;9;"sehr gut"
DENI062;"'04.08.2024 09:00'";15;52;4;9;"sehr gut"
DENI062;"'04.08.2024 10:00'";15;52;4;9;"sehr gut"
DENI062;"'04.08.2024 11:00'";15;63;4;9;gut
DENI062;"'04.08.2024 12:00'";15;73;3;9;gut
DENI062;"'04.08.2024 13:00'";15;75;2;9;gut
DENI062;"'04.08.2024 14:00'";15;75;2;9;gut
DENI062;"'04.08.2024 15:00'";14;77;2;9;gut
DENI062;"'04.08.2024 16:00'";14;75;3;9;gut
DENI062;"'04.08.2024 17:00'";14;73;3;9;gut
DENI062;"'04.08.2024 18:00'";14;77;2;9;gut
DENI062;"'04.08.2024 19:00'";13;74;2;8;gut
DENI062;"'04.08.2024 20:00'";13;70;3;8;gut
DENI062;"'04.08.2024 21:00'";13;64;3;8;gut
DENI062;"'04.08.2024 22:00'";13;58;3;8;"sehr gut"
DENI062;"'04.08.2024 23:00'";12;56;3;8;"sehr gut"
DENI062;"'04.08.2024 24:00'";12;53;5;8;"sehr gut"
DENI062;"'05.08.2024 01:00'";12;-;7;7;"sehr gut"
DENI062;"'05.08.2024 02:00'";12;40;7;7;"sehr gut"
DENI062;"'05.08.2024 03:00'";11;40;-;7;"sehr gut"
DENI062;"'05.08.2024 04:00'";11;39;6;7;"sehr gut"
DENI062;"'05.08.2024 05:00'";10;30;11;6;"sehr gut"
DENI062;"'05.08.2024 06:00'";10;19;24;6;gut
DENI062;"'05.08.2024 07:00'";10;18;24;6;gut
DENI062;"'05.08.2024 08:00'";10;25;20;6;"sehr gut"
DENI062;"'05.08.2024 09:00'";10;35;14;5;"sehr gut"
DENI062;"'05.08.2024 10:00'";10;46;8;5;"sehr gut"
DENI062;"'05.08.2024 11:00'";10;57;5;5;"sehr gut"
DENI062;"'05.08.2024 12:00'";10;63;4;5;gut
DENI062;"'05.08.2024 13:00'";10;68;4;5;gut
DENI062;"'05.08.2024 14:00'";10;72;3;5;gut
DENI062;"'05.08.2024 15:00'";10;75;2;6;gut
DENI062;"'05.08.2024 16:00'";10;75;2;6;gut
DENI062;"'05.08.2024 17:00'";10;76;2;5;gut
DENI062;"'05.08.2024 18:00'";10;76;3;5;gut
DENI062;"'05.08.2024 19:00'";10;76;4;5;gut
DENI062;"'05.08.2024 20:00'";10;79;5;5;gut
DENI062;"'05.08.2024 21:00'";10;61;16;5;gut
DENI062;"'05.08.2024 22:00'";11;33;29;5;gut
DENI062;"'05.08.2024 23:00'";11;20;32;5;gut
DENI062;"'05.08.2024 24:00'";11;23;22;5;gut
DENI062;"'06.08.2024 01:00'";11;27;14;5;"sehr gut"
DENI062;"'06.08.2024 02:00'";11;-;14;6;"sehr gut"
DENI062;"'06.08.2024 03:00'";12;21;10;6;"sehr gut"
DENI062;"'06.08.2024 04:00'";12;20;-;6;"sehr gut"
DENI062;"'06.08.2024 05:00'";13;18;12;6;"sehr gut"
DENI062;"'06.08.2024 06:00'";13;13;26;6;gut
DENI062;"'06.08.2024 07:00'";13;17;35;6;gut
DENI062;"'06.08.2024 08:00'";13;48;18;6;"sehr gut"
DENI062;"'06.08.2024 09:00'";13;64;7;6;gut
DENI062;"'06.08.2024 10:00'";14;70;6;7;gut
DENI062;"'06.08.2024 11:00'";14;75;4;7;gut
DENI062;"'06.08.2024 12:00'";14;86;4;7;gut
DENI062;"'06.08.2024 13:00'";14;94;5;7;gut
DENI062;"'06.08.2024 14:00'";14;103;5;7;gut
DENI062;"'06.08.2024 15:00'";15;108;4;7;gut
DENI062;"'06.08.2024 16:00'";15;111;5;7;gut
DENI062;"'06.08.2024 17:00'";16;111;5;7;gut
DENI062;"'06.08.2024 18:00'";16;114;5;8;gut
DENI062;"'06.08.2024 19:00'";17;117;5;8;gut
DENI062;"'06.08.2024 20:00'";17;111;6;8;gut
DENI062;"'06.08.2024 21:00'";18;103;5;8;gut
DENI062;"'06.08.2024 22:00'";18;98;7;8;gut
DENI062;"'06.08.2024 23:00'";18;100;6;9;gut
DENI062;"'06.08.2024 24:00'";18;97;3;9;gut
DENI062;"'07.08.2024 01:00'";19;88;4;9;gut
DENI062;"'07.08.2024 02:00'";19;85;4;9;gut
DENI062;"'07.08.2024 03:00'";19;-;4;9;"sehr gut"
DENI062;"'07.08.2024 04:00'";19;79;5;9;gut
DENI062;"'07.08.2024 05:00'";18;77;-;9;gut
DENI062;"'07.08.2024 06:00'";18;70;8;9;gut
DENI062;"'07.08.2024 07:00'";19;62;14;9;gut
DENI062;"'07.08.2024 08:00'";18;62;13;9;gut
DENI062;"'07.08.2024 09:00'";18;67;11;9;gut
DENI062;"'07.08.2024 10:00'";18;72;8;9;gut
DENI062;"'07.08.2024 11:00'";18;84;7;9;gut
DENI062;"'07.08.2024 12:00'";19;97;6;9;gut
DENI062;"'07.08.2024 13:00'";19;107;7;9;gut
DENI062;"'07.08.2024 14:00'";20;111;8;9;gut
DENI062;"'07.08.2024 15:00'";20;114;7;9;gut
DENI062;"'07.08.2024 16:00'";20;118;9;9;gut
DENI062;"'07.08.2024 17:00'";20;118;7;10;gut
DENI062;"'07.08.2024 18:00'";20;104;6;9;gut
DENI062;"'07.08.2024 19:00'";19;91;5;9;gut
DENI062;"'07.08.2024 20:00'";19;76;6;9;gut
DENI062;"'07.08.2024 21:00'";18;63;9;9;gut
DENI062;"'07.08.2024 22:00'";17;53;13;9;"sehr gut"
DENI062;"'07.08.2024 23:00'";17;59;11;8;"sehr gut"
DENI062;"'07.08.2024 24:00'";16;60;9;8;"sehr gut"
DENI062;"'08.08.2024 01:00'";16;67;8;8;gut
DENI062;"'08.08.2024 02:00'";15;63;8;8;gut
DENI062;"'08.08.2024 03:00'";15;54;7;8;"sehr gut"
DENI062;"'08.08.2024 04:00'";15;-;9;8;"sehr gut"
DENI062;"'08.08.2024 05:00'";15;31;10;8;"sehr gut"
DENI062;"'08.08.2024 06:00'";15;4;-;8;"sehr gut"
DENI062;"'08.08.2024 07:00'";14;5;29;8;gut
DENI062;"'08.08.2024 08:00'";14;16;25;8;gut
DENI062;"'08.08.2024 09:00'";14;25;17;8;"sehr gut"
DENI062;"'08.08.2024 10:00'";14;46;10;8;"sehr gut"
DENI062;"'08.08.2024 11:00'";14;63;6;7;gut
DENI062;"'08.08.2024 12:00'";13;78;4;7;gut
DENI062;"'08.08.2024 13:00'";13;83;5;7;gut
DENI062;"'08.08.2024 14:00'";12;90;4;7;gut
DENI062;"'08.08.2024 15:00'";12;90;4;6;gut
DENI062;"'08.08.2024 16:00'";11;90;4;6;gut
DENI062;"'08.08.2024 17:00'";11;92;4;6;gut
DENI062;"'08.08.2024 18:00'";11;93;4;6;gut
DENI062;"'08.08.2024 19:00'";11;94;4;6;gut
DENI062;"'08.08.2024 20:00'";11;88;6;6;gut
DENI062;"'08.08.2024 21:00'";11;78;8;6;gut
DENI062;"'08.08.2024 22:00'";12;58;16;6;"sehr gut"
DENI062;"'08.08.2024 23:00'";12;36;26;6;gut
DENI062;"'08.08.2024 24:00'";12;44;15;6;"sehr gut"
DENI062;"'09.08.2024 01:00'";12;55;7;6;"sehr gut"
DENI062;"'09.08.2024 02:00'";12;59;5;6;"sehr gut"
DENI062;"'09.08.2024 03:00'";13;53;6;6;"sehr gut"
DENI062;"'09.08.2024 04:00'";13;47;8;6;"sehr gut"
DENI062;"'09.08.2024 05:00'";13;-;7;6;"sehr gut"
DENI062;"'09.08.2024 06:00'";13;54;9;6;"sehr gut"
DENI062;"'09.08.2024 07:00'";13;55;13;7;"sehr gut"
DENI062;"'09.08.2024 08:00'";13;58;11;7;"sehr gut"
DENI062;"'09.08.2024 09:00'";13;61;9;7;gut
DENI062;"'09.08.2024 10:00'";13;54;8;7;"sehr gut"
DENI062;"'09.08.2024 11:00'";13;56;8;7;"sehr gut"
DENI062;"'09.08.2024 12:00'";13;56;8;7;"sehr gut"
DENI062;"'09.08.2024 13:00'";13;61;8;7;gut
DENI062;"'09.08.2024 14:00'";13;64;8;7;gut
DENI062;"'09.08.2024 15:00'";13;61;9;7;gut
DENI062;"'09.08.2024 16:00'";13;59;9;7;"sehr gut"
DENI062;"'09.08.2024 17:00'";13;53;8;7;"sehr gut"
DENI062;"'09.08.2024 18:00'";13;57;7;7;"sehr gut"
DENI062;"'09.08.2024 19:00'";13;64;5;7;gut
DENI062;"'09.08.2024 20:00'";13;63;4;7;gut
DENI062;"'09.08.2024 21:00'";13;64;4;7;gut
DENI062;"'09.08.2024 22:00'";12;64;4;7;gut
DENI062;"'09.08.2024 23:00'";12;61;5;6;gut
DENI062;"'09.08.2024 24:00'";12;54;-;6;"sehr gut"
DENI062;"'10.08.2024 01:00'";12;57;6;6;"sehr gut"
DENI062;"'10.08.2024 02:00'";11;56;6;6;"sehr gut"
DENI062;"'10.08.2024 03:00'";11;56;4;6;"sehr gut"
DENI062;"'10.08.2024 04:00'";11;52;6;6;"sehr gut"
DENI062;"'10.08.2024 05:00'";11;37;6;6;"sehr gut"
DENI062;"'10.08.2024 06:00'";10;-;7;5;"sehr gut"
DENI062;"'10.08.2024 07:00'";10;26;7;5;"sehr gut"
DENI062;"'10.08.2024 08:00'";10;34;6;5;"sehr gut"
DENI062;"'10.08.2024 09:00'";10;44;5;5;"sehr gut"
DENI062;"'10.08.2024 10:00'";10;63;4;5;gut
DENI062;"'10.08.2024 11:00'";10;68;4;5;gut
DENI062;"'10.08.2024 12:00'";9;77;5;5;gut
DENI062;"'10.08.2024 13:00'";9;83;4;5;gut
DENI062;"'10.08.2024 14:00'";9;89;4;5;gut
DENI062;"'10.08.2024 15:00'";9;93;4;5;gut
DENI062;"'10.08.2024 16:00'";9;97;4;5;gut
DENI062;"'10.08.2024 17:00'";9;98;4;5;gut
DENI062;"'10.08.2024 18:00'";10;98;4;5;gut
DENI062;"'10.08.2024 19:00'";10;97;5;5;gut
DENI062;"'10.08.2024 20:00'";10;88;6;5;gut
DENI062;"'10.08.2024 21:00'";11;78;8;5;gut
DENI062;"'10.08.2024 22:00'";11;69;13;5;gut
DENI062;"'10.08.2024 23:00'";11;74;8;5;gut
DENI062;"'10.08.2024 24:00'";11;69;6;5;gut
DENI062;"'11.08.2024 01:00'";11;67;-;6;gut
DENI062;"'11.08.2024 02:00'";11;62;5;6;gut
DENI062;"'11.08.2024 03:00'";12;56;5;6;"sehr gut"
DENI062;"'11.08.2024 04:00'";12;48;8;6;"sehr gut"
DENI062;"'11.08.2024 05:00'";12;44;8;6;"sehr gut"
DENI062;"'11.08.2024 06:00'";12;42;7;6;"sehr gut"
DENI062;"'11.08.2024 07:00'";12;38;6;6;"sehr gut"
DENI062;"'11.08.2024 08:00'";12;37;6;6;"sehr gut"
DENI062;"'11.08.2024 09:00'";13;46;5;7;"sehr gut"
DENI062;"'11.08.2024 10:00'";13;59;4;7;"sehr gut"
DENI062;"'11.08.2024 11:00'";13;68;2;7;gut
DENI062;"'11.08.2024 12:00'";13;74;2;7;gut
DENI062;"'11.08.2024 13:00'";13;77;2;7;gut
DENI062;"'11.08.2024 14:00'";13;81;2;7;gut
DENI062;"'11.08.2024 15:00'";13;83;2;7;gut
DENI062;"'11.08.2024 16:00'";12;85;2;7;gut
DENI062;"'11.08.2024 17:00'";12;87;2;7;gut
DENI062;"'11.08.2024 18:00'";12;87;3;7;gut
DENI062;"'11.08.2024 19:00'";12;85;3;7;gut
DENI062;"'11.08.2024 20:00'";12;78;3;6;gut
DENI062;"'11.08.2024 21:00'";11;71;5;6;gut
DENI062;"'11.08.2024 22:00'";11;53;16;6;"sehr gut"
DENI062;"'11.08.2024 23:00'";11;39;28;6;gut
DENI062;"'11.08.2024 24:00'";11;-;18;6;"sehr gut"
DENI062;"'12.08.2024 01:00'";11;26;17;6;"sehr gut"
DENI062;"'12.08.2024 02:00'";11;18;-;6;"sehr gut"
DENI062;"'12.08.2024 03:00'";11;11;14;6;"sehr gut"
DENI062;"'12.08.2024 04:00'";11;9;13;6;"sehr gut"
DENI062;"'12.08.2024 05:00'";11;6;15;6;"sehr gut"
DENI062;"'12.08.2024 06:00'";10;6;17;6;"sehr gut"
DENI062;"'12.08.2024 07:00'";10;4;24;6;gut
DENI062;"'12.08.2024 08:00'";10;31;8;6;"sehr gut"
DENI062;"'12.08.2024 09:00'";10;47;4;5;"sehr gut"
DENI062;"'12.08.2024 10:00'";10;54;3;5;"sehr gut"
DENI062;"'12.08.2024 11:00'";10;62;4;5;gut
DENI062;"'12.08.2024 12:00'";10;70;2;5;gut
DENI062;"'12.08.2024 13:00'";10;77;3;5;gut
DENI062;"'12.08.2024 14:00'";10;83;3;5;gut
DENI062;"'12.08.2024 15:00'";11;85;3;5;gut
DENI062;"'12.08.2024 16:00'";12;87;3;5;gut
DENI062;"'12.08.2024 17:00'";12;89;4;5;gut
DENI062;"'12.08.2024 18:00'";12;89;4;5;gut
DENI062;"'12.08.2024 19:00'";12;88;7;5;gut
DENI062;"'12.08.2024 20:00'";12;90;3;5;gut
DENI062;"'12.08.2024 21:00'";12;83;2;5;gut
DENI062;"'12.08.2024 22:00'";12;78;4;5;gut
DENI062;"'12.08.2024 23:00'";12;77;4;5;gut
DENI062;"'12.08.2024 24:00'";13;71;4;5;gut
DENI062;"'13.08.2024 01:00'";13;-;5;5;"sehr gut"
DENI062;"'13.08.2024 02:00'";12;65;5;5;gut
DENI062;"'13.08.2024 03:00'";12;64;-;5;gut
DENI062;"'13.08.2024 04:00'";12;62;4;5;gut
DENI062;"'13.08.2024 05:00'";12;60;4;5;"sehr gut"
DENI062;"'13.08.2024 06:00'";12;57;6;5;"sehr gut"
DENI062;"'13.08.2024 07:00'";13;50;11;5;"sehr gut"
DENI062;"'13.08.2024 08:00'";13;51;14;5;"sehr gut"
DENI062;"'13.08.2024 09:00'";13;65;7;5;gut
DENI062;"'13.08.2024 10:00'";13;73;7;5;gut
DENI062;"'13.08.2024 11:00'";14;82;6;5;gut
DENI062;"'13.08.2024 12:00'";15;97;6;5;gut
DENI062;"'13.08.2024 13:00'";15;105;6;5;gut
DENI062;"'13.08.2024 14:00'";18;108;7;6;gut
DENI062;"'13.08.2024 15:00'";18;113;6;6;gut
DENI062;"'13.08.2024 16:00'";19;116;6;6;gut
DENI062;"'13.08.2024 17:00'";19;118;6;6;gut
DENI062;"'13.08.2024 18:00'";20;122;5;6;mäßig
DENI062;"'13.08.2024 19:00'";20;123;5;6;mäßig
DENI062;"'13.08.2024 20:00'";20;114;6;6;gut
DENI062;"'13.08.2024 21:00'";21;106;10;7;gut
DENI062;"'13.08.2024 22:00'";21;107;10;7;gut
DENI062;"'13.08.2024 23:00'";21;114;7;7;gut
DENI062;"'13.08.2024 24:00'";21;107;6;7;gut
DENI062;"'14.08.2024 01:00'";22;98;7;7;gut
DENI062;"'14.08.2024 02:00'";22;-;5;7;gut
DENI062;"'14.08.2024 03:00'";22;89;5;7;gut
DENI062;"'14.08.2024 04:00'";22;84;-;7;gut
DENI062;"'14.08.2024 05:00'";22;81;7;7;gut
DENI062;"'14.08.2024 06:00'";23;78;10;7;gut
DENI062;"'14.08.2024 07:00'";23;77;11;7;gut
DENI062;"'14.08.2024 08:00'";23;75;14;8;gut
DENI062;"'14.08.2024 09:00'";24;82;10;8;gut
DENI062;"'14.08.2024 10:00'";24;82;7;8;gut
DENI062;"'14.08.2024 11:00'";24;95;6;8;gut
DENI062;"'14.08.2024 12:00'";24;96;9;8;gut
DENI062;"'14.08.2024 13:00'";23;79;12;8;gut
DENI062;"'14.08.2024 14:00'";21;87;7;8;gut
DENI062;"'14.08.2024 15:00'";20;111;5;8;gut
DENI062;"'14.08.2024 16:00'";19;121;5;8;mäßig
DENI062;"'14.08.2024 17:00'";19;115;6;8;gut
DENI062;"'14.08.2024 18:00'";19;80;19;8;gut
DENI062;"'14.08.2024 19:00'";18;68;32;8;gut
DENI062;"'14.08.2024 20:00'";18;76;19;8;gut
DENI062;"'14.08.2024 21:00'";18;82;14;8;gut
DENI062;"'14.08.2024 22:00'";18;79;12;8;gut
DENI062;"'14.08.2024 23:00'";17;77;9;8;gut
DENI062;"'14.08.2024 24:00'";17;67;11;8;gut
DENI062;"'15.08.2024 01:00'";17;38;18;8;"sehr gut"
DENI062;"'15.08.2024 02:00'";17;30;14;8;"sehr gut"
DENI062;"'15.08.2024 03:00'";17;-;16;8;"sehr gut"
DENI062;"'15.08.2024 04:00'";17;27;18;9;"sehr gut"
DENI062;"'15.08.2024 05:00'";17;22;-;9;"sehr gut"
DENI062;"'15.08.2024 06:00'";17;6;37;9;gut
DENI062;"'15.08.2024 07:00'";17;12;33;9;gut
DENI062;"'15.08.2024 08:00'";16;25;23;10;gut
DENI062;"'15.08.2024 09:00'";16;35;19;10;"sehr gut"
DENI062;"'15.08.2024 10:00'";16;62;9;10;gut
DENI062;"'15.08.2024 11:00'";17;71;10;11;gut
DENI062;"'15.08.2024 12:00'";17;78;8;11;gut
DENI062;"'15.08.2024 13:00'";17;83;10;12;gut
DENI062;"'15.08.2024 14:00'";17;81;9;12;gut
DENI062;"'15.08.2024 15:00'";17;86;7;12;gut
DENI062;"'15.08.2024 16:00'";17;92;6;12;gut
DENI062;"'15.08.2024 17:00'";17;89;7;12;gut
DENI062;"'15.08.2024 18:00'";17;75;8;12;gut
DENI062;"'15.08.2024 19:00'";17;78;9;12;gut
DENI062;"'15.08.2024 20:00'";18;92;7;12;gut
DENI062;"'15.08.2024 21:00'";18;86;10;13;gut
DENI062;"'15.08.2024 22:00'";18;65;20;13;gut
DENI062;"'15.08.2024 23:00'";19;67;12;13;gut
DENI062;"'15.08.2024 24:00'";19;67;7;13;gut
DENI062;"'16.08.2024 01:00'";19;71;6;13;gut
DENI062;"'16.08.2024 02:00'";20;75;6;14;gut
DENI062;"'16.08.2024 03:00'";20;69;7;14;gut
DENI062;"'16.08.2024 04:00'";20;-;7;14;gut
DENI062;"'16.08.2024 05:00'";20;60;8;13;gut
DENI062;"'16.08.2024 06:00'";20;39;-;13;gut
DENI062;"'16.08.2024 07:00'";20;36;21;13;gut
DENI062;"'16.08.2024 08:00'";20;41;16;13;gut
DENI062;"'16.08.2024 09:00'";19;47;11;13;gut
DENI062;"'16.08.2024 10:00'";19;57;7;12;gut
DENI062;"'16.08.2024 11:00'";18;-;5;12;gut
DENI062;"'16.08.2024 12:00'";17;-;5;11;gut
DENI062;"'16.08.2024 13:00'";17;-;6;11;gut
DENI062;"'16.08.2024 14:00'";17;63;7;10;gut
DENI062;"'16.08.2024 15:00'";16;59;6;10;"sehr gut"
DENI062;"'16.08.2024 16:00'";16;60;6;10;"sehr gut"
DENI062;"'16.08.2024 17:00'";16;57;6;10;"sehr gut"
DENI062;"'16.08.2024 18:00'";15;62;6;9;gut
DENI062;"'16.08.2024 19:00'";15;52;9;9;"sehr gut"
DENI062;"'16.08.2024 20:00'";15;53;8;9;"sehr gut"
DENI062;"'16.08.2024 21:00'";14;49;9;8;"sehr gut"
DENI062;"'16.08.2024 22:00'";14;31;18;8;"sehr gut"
DENI062;"'16.08.2024 23:00'";13;27;18;8;"sehr gut"
DENI062;"'16.08.2024 24:00'";13;42;10;8;"sehr gut"
